LINK_ID,F_NODE,T_NODE,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
"1870204900","1870078100","1870078200","0",3.00000000,"101",경부고속도로,"1","000",100.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","187","000","1",LTEMP20141210022253000347,chokimcho20150216164146,QTEMP20141209013907000010,QTEMP20141209013907000132,489.26416871400
"1870205000","1870078200","1870078100","0",3.00000000,"101",경부고속도로,"1","000",100.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","187","000","1",LTEMP20141210022253000470,chokimcho20150216164146,QTEMP20141209013907000132,QTEMP20141209013907000010,489.88940556300
"1830180000","1830069300","1830067600","0",1.00000000,"101",중부고속도로,"0","101",50.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","183","000","35",LTEMP20141210022253000042,chokimcho20150216164146,QTEMP20141209013907000038,QTEMP20141209013907000208,1643.16116913000
"1870205200","1870000600","1870078100","0",2.00000000,"101",경부고속도로,"0","101",100.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","187","000","1",LTEMP20141210022253000103,chokimcho20150216164146,,QTEMP20141209013907000010,802.29413488300
"1870205300","1870078200","1870000600","0",2.00000000,"101",경부고속도로,"0","101",100.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","187","000","1",LTEMP20141210022253000102,chokimcho20150216164146,QTEMP20141209013907000132,,594.25348883400
"1870205400","1870078200","1870078400","0",3.00000000,"101",경부고속도로,"1","000",100.00000000,"5",43200.00000000,0.00000000,,chokimcho,"5","30000","187","003","1",LTEMP20141210022253000345,chokimcho20150216164146,QTEMP20141209013907000132,QTEMP20141209013907000131,58.15753758340
"1870205500","1870078400","1870078200","0",3.00000000,"101",경부고속도로,"1","000",100.00000000,"5",43200.00000000,0.00000000,,chokimcho,"5","30000","187","003","1",LTEMP20141210022253000468,chokimcho20150216164146,QTEMP20141209013907000131,QTEMP20141209013907000132,58.11001426700
"1870205600","1870000600","1870078600","0",1.00000000,"101",경부고속도로,"0","101",100.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","187","000","1",LTEMP20141210022253000104,chokimcho20150216164146,,QTEMP20141209013907000009,490.98333888100
"1870205700","1870078400","1870078600","0",3.00000000,"101",경부고속도로,"1","000",100.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","187","000","1",LTEMP20141210022253000346,chokimcho20150216164146,QTEMP20141209013907000131,QTEMP20141209013907000009,428.39209331300
"1870205800","1870078600","1870078400","0",3.00000000,"101",경부고속도로,"1","000",100.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","187","000","1",LTEMP20141210022253000469,chokimcho20150216164146,QTEMP20141209013907000009,QTEMP20141209013907000131,428.47400913700
"1830180800","1830068900","1830068300","0",2.00000000,"101",대전남부순환고속도로,"0","101",50.00000000,"5",0.00000000,0.00000000,,chokimcho,"5","30000","183","000","300",LTEMP20141210022253000044,chokimcho20150216164146,QTEMP20141209013907000033,QTEMP20141209013907000098,515.45596151100
"1830180900","1830068700","1830068500","0",2.00000000,"101",통영대전중부고속도로,"0","000",100.00000000,"5",43200.00000000,0.00000000,,chokimcho,"5","30000","183","003","35",LTEMP20141210022253000188,chokimcho20150216164146,QTEMP20141209013907000035,QTEMP20141209013907000034,202.57109203800
